gamma;sigma;type;method;sa_RMSE;weekly_RMSE;yearly_RMSE;trend_RMSE;remainder_RMSE;time;nb_years
0.4;;Deterministic DGP;TBATS;0.05740930568702;0.0145778500473417;0.0553560891271382;0.0629226943873339;0.0776713455563166;21.982055439949;12
0.4;;Deterministic DGP;PROPHET;0.0564023144660038;0.0134106236604597;0.0546088326398159;0.0246415271198707;0.0611021376101377;2.22738885879517;12
0.4;;Deterministic DGP;MSTL;0.203435016002528;0.132834943196772;0.150004846877563;0.0219075308876172;0.204317107005884;0.0338925695419312;12
0.6;;Deterministic DGP;X11;0.348105630151737;0.184750336554929;0.291344698506076;0.0467048197575029;0.351036415136728;0.235233483314514;12
0.6;;Deterministic DGP;STL;0.557309204497227;0.543873985296594;0.107421098073287;0.0631720868565535;0.558659502616061;0.150058083534241;12
0.6;;Deterministic DGP;AMB;0.141362628975742;0.031683456541341;0.136947234471761;0.0733634094994601;0.155387824998074;4.08737183094025;12
0.6;;Deterministic DGP;MAMB;0.339679518942564;0.056504081364043;0.248859009124908;0.0529656996134982;0.271704115932421;3.27600966453552;12
0.6;;Deterministic DGP;TBATS;0.0685223133611519;0.0227663522724595;0.0642076028408424;0.0806080373559958;0.10038684513749;21.9528881311417;12
0.6;;Deterministic DGP;PROPHET;0.0660778437273138;0.0217958558274503;0.0620949998037236;0.031749761146741;0.0729043551024476;2.10067362785339;12
0.6;;Deterministic DGP;MSTL;0.286213744565971;0.199403725698903;0.198548436812819;0.0302985125787817;0.287577756926748;0.047689847946167;12
0.2;0.025;Stochastic DGP;X11;0.223207989893529;0.0687716623003294;0.213228485511358;0.0708859515734366;0.206865336682056;0.234367446899414;12
0.2;0.025;Stochastic DGP;STL;0.371729653744732;0.181811047276807;0.322227445418871;0.162972694011146;0.308398801318307;0.14903341293335;12
0.2;0.025;Stochastic DGP;AMB;0.382197192154228;0.06236759728908;0.375966571557071;0.373116411760142;0.102541780365119;3.26599633693695;12
0.2;0.025;Stochastic DGP;MAMB;0.211697483942225;0.112033653405295;0.227379688722287;0.0627623729825034;0.199915493124577;4.75016391277313;12
0.2;0.025;Stochastic DGP;TBATS;0.405946151822475;0.178062017687637;0.344383091571769;0.381873495221568;0.162567043893892;33.4438519668579;12
0.2;0.025;Stochastic DGP;PROPHET;0.561376197162178;0.316006819935261;0.440413671091856;0.130448992726425;0.535723764027362;3.6761536693573;12
0.2;0.025;Stochastic DGP;MSTL;0.362665915613409;0.0707605327152701;0.355288347012792;0.0521683128408487;0.357941538528523;0.0319672346115112;12
0.4;0.05;Stochastic DGP;X11;0.302236856174398;0.130768736408812;0.272684670982123;0.0716330168138829;0.292039879589836;0.235114064216614;12
0.4;0.05;Stochastic DGP;STL;0.495331828655191;0.363035355465955;0.332406010152988;0.171909764540322;0.446243829973059;0.14965371131897;12
0.4;0.05;Stochastic DGP;AMB;0.420799440021789;0.0903660012353829;0.410235973948797;0.401666181699724;0.156284101946726;3.27169255256653;12
0.4;0.05;Stochastic DGP;MAMB;0.401567085995955;0.136433863915765;0.391608036212574;0.069657272726854;0.395887773105512;6.71935514450073;12
0.4;0.05;Stochastic DGP;TBATS;0.442427390512434;0.250132351805433;0.340020686063819;0.393218203629662;0.266136254491922;32.8503645324707;12
0.4;0.05;Stochastic DGP;PROPHET;0.628128273470057;0.423792068829716;0.443545303093904;0.104894704690981;0.610247392562841;3.25864191532135;12
0.4;0.05;Stochastic DGP;MSTL;0.398811748226374;0.137828474196507;0.372405577601502;0.0499662224982274;0.39515309152136;0.044909839630127;12
0.6;0.075;Stochastic DGP;X11;0.399994480038688;0.190884331325506;0.350422441860845;0.0796895730080947;0.393329211716241;0.23498948097229;12
0.6;0.075;Stochastic DGP;STL;0.650651122642925;0.543525459930774;0.347392423002047;0.172495714557003;0.617552587195223;0.149941568374634;12
0.6;0.075;Stochastic DGP;AMB;0.459670687492966;0.118747875651923;0.442777733872308;0.424460596914111;0.21098956112096;3.33635555267334;12
0.6;0.075;Stochastic DGP;MAMB;0.576197664257386;0.153308077815027;0.539444055129412;0.0756952751772389;0.561041186281569;5.98847915172577;12
0.6;0.075;Stochastic DGP;TBATS;0.609416032073102;0.268841242647775;0.512496163960046;0.553376993450412;0.343245438341354;30.4559272193909;12
0.6;0.075;Stochastic DGP;PROPHET;0.696992558720433;0.504893384384314;0.462856151841453;0.0889759123725238;0.688905974668488;2.99552060127258;12
0.6;0.075;Stochastic DGP;MSTL;0.46252277254941;0.202957134659403;0.411233176104417;0.0595112834509423;0.460273496102281;0.0364426231384277;12
